1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,-0.841907,-1.25581,-1.15084,-0.93889,-1.09285,-1.21754,-1.14585,-1.06972,-1.1742,-1.24745,-1.20654,-1.16715,-1.1362,-1.18466,-1.16895,-1.14376,-1.1782,-1.15229,-1.21696,-1.19422,-1.17125,-1.11055,-1.12897,-1.15816,-1.19668,-1.15659,-1.17701,-1.16081,-1.18459,-1.20509,-1.27812,-1.26726,-1.25878,-1.24637,-1.26634,-1.29503,-1.31757,-1.31327,-1.30289,,-1.3589,-1.31758,0.172638
,1.96935,2.47675,2.85785,3.56009,3.2652,3.09319,2.91777,3.01976,3.09891,3.03964,3.07787,3.19487,3.35349,3.2996,3.40054,3.35009,3.38099,3.43863,3.41404,3.37152,3.39656,3.3695,3.39598,3.42445,3.35133,3.30473,3.25618,3.2643,3.19037,3.20025,3.22454,3.24496,3.27621,3.25112,3.27014,3.24232,3.2521,3.189,3.19567,,2.91401,3.21497,0.188837
,2.57236,1.81429,1.36709,1.42348,1.54052,1.65123,1.5363,1.40558,1.43488,1.4815,1.56825,1.61133,1.52207,1.54709,1.4444,1.45596,1.47447,1.5021,1.55092,1.62623,1.66421,1.71278,1.66546,1.68761,1.66358,1.7009,1.67218,1.71807,1.78855,1.83888,1.82002,1.79858,1.77795,1.80157,1.81728,1.84597,1.82472,1.86928,1.84587,,1.73214,1.83195,0.174245
,0.0456664,0.553478,0.861688,1.11037,1.45867,2.04883,2.49538,2.83958,2.73136,2.84499,3.03173,3.22787,3.4953,3.65043,3.84854,3.98305,3.86161,3.70556,3.61101,3.66641,3.75073,3.68062,3.62044,3.56688,3.58294,3.60298,3.65961,3.71847,3.78572,3.84859,3.80797,3.83632,3.90962,3.8906,3.93627,4.00307,3.96867,3.93964,3.91076,,4.0917,3.86731,0.202274
,-0.574459,-0.256989,-0.279786,-0.0246548,-0.16171,-0.0513286,-0.149557,-0.109745,0.0327138,0.00313061,-0.0302314,0.100276,0.0685346,0.0337762,0.0111747,0.0350829,0.0839182,0.186819,0.161754,0.133573,0.102209,0.124458,0.157196,0.135893,0.162747,0.151359,0.128806,0.138185,0.149073,0.166404,0.153828,0.136023,0.1647,0.147561,0.166392,0.197062,0.172487,0.161203,0.173165,,0.1258,0.189097,0.152974
,-1.06402,-1.46307,-1.85708,-1.88857,-1.80259,-1.67015,-1.8883,-1.81409,-1.87535,-2.01103,-2.10289,-2.07649,-2.01405,-2.10223,-2.08292,-2.06605,-2.04239,-2.09537,-2.0816,-2.06902,-2.0959,-2.06439,-2.00827,-1.96781,-1.91861,-1.94956,-1.98797,-2.01346,-1.99628,-2.02008,-1.97056,-1.93441,-1.95842,-1.93639,-1.9509,-1.97906,-2.02011,-2.0611,-2.10027,,-1.96965,-2.09341,0.174165
,-0.580374,-1.00024,-1.62602,-2.03594,-2.65579,-2.65703,-3.00061,-3.19983,-3.04031,-2.89245,-2.77361,-2.87048,-2.97655,-2.91785,-2.86337,-2.89139,-2.8581,-2.83344,-2.8013,-2.84776,-2.87847,-2.81707,-2.78671,-2.82454,-2.80321,-2.83968,-2.87632,-2.85073,-2.87991,-2.91914,-2.87775,-2.82284,-2.7522,-2.69564,-2.70788,-2.743,-2.76095,-2.77686,-2.80219,,-2.98764,-2.79567,0.17937
,2.27067,2.50636,2.27747,2.31461,2.15811,2.24325,2.3502,2.2407,2.08768,2.12169,2.19363,2.2465,2.31146,2.25483,2.31796,2.35384,2.31854,2.35932,2.32696,2.25725,2.21798,2.23035,2.24214,2.25691,2.27637,2.32341,2.34801,2.36925,2.38248,2.36582,2.37663,2.36307,2.38147,2.39826,2.42311,2.40362,2.41811,2.38598,2.39781,,2.30763,2.36883,0.182165
,-0.433956,-1.02325,-1.62995,-2.03365,-2.65195,-3.56879,-4.43316,-4.36867,-4.53661,-4.7273,-5.02356,-4.96289,-4.88223,-4.82195,-4.92728,-5.05838,-5.09857,-4.99046,-4.87765,-4.90828,-4.97657,-5.01552,-4.97765,-4.99745,-5.04146,-5.0797,-5.05588,-5.16939,-5.15443,-5.12694,-5.15008,-5.14235,-5.08006,-5.00825,-5.03607,-5.01143,-4.99456,-5.00724,-4.96951,,-4.99455,-4.98015,0.236727
,-1.60036,-1.29935,-0.961387,-1.14707,-1.35058,-1.23157,-1.10546,-1.18821,-1.11169,-1.18922,-1.15215,-1.11584,-1.15685,-1.23608,-1.21913,-1.29325,-1.26297,-1.23455,-1.21074,-1.26725,-1.25658,-1.2955,-1.34683,-1.33199,-1.32039,-1.37251,-1.47537,-1.60889,-1.59769,-1.58454,-1.63171,-1.61367,-1.60038,-1.63631,-1.62766,-1.60953,-1.5831,-1.56948,-1.59223,,-1.88155,-1.61999,0.175242
,1.79164,2.05335,2.50554,2.86057,3.55273,3.26305,3.50611,3.75911,3.88124,4.00599,4.19158,4.2582,4.18132,4.05436,4.08989,4.17974,4.11939,4.05396,3.98942,4.02381,4.07103,4.03521,4.06373,3.99538,3.94792,3.85252,3.87887,3.92529,3.96324,3.93316,3.90324,3.92153,3.93533,3.98654,3.96144,3.91857,3.86827,3.87751,3.84545,,3.69526,3.8518,0.192883
,-0.0498146,0.522011,0.849706,1.10455,1.46072,1.37331,1.43557,1.2544,1.34312,1.40265,1.30606,1.36433,1.45187,1.54132,1.64602,1.61379,1.65037,1.73793,1.78243,1.81374,1.7761,1.82478,1.79505,1.8262,1.87895,1.84369,1.80599,1.83483,1.86617,1.84503,1.82135,1.76857,1.70754,1.72574,1.75072,1.73214,1.70862,1.71506,1.72528,,1.95627,1.73231,0.177258
,-1.20366,-1.97368,-2.64034,-3.56316,-4.42891,-4.36721,-4.53564,-4.72657,-5.02294,-5.37727,-5.21608,-5.11499,-5.24893,-5.31585,-5.29663,-5.23819,-5.27856,-5.30572,-5.2924,-5.23902,-5.11834,-5.13792,-5.08818,-5.122,-5.09628,-5.13299,-5.184,-5.16882,-5.14625,-5.07704,-4.96953,-4.99182,-5.01659,-5.04393,-5.01943,-5.04358,-5.07652,-5.09851,-5.0829,,-5.26339,-5.09367,0.238091
,0.0309871,0.553493,0.860565,1.10845,1.45599,1.36975,1.43234,1.56016,1.68377,2.03233,2.12738,2.22655,2.12127,2.22851,2.15178,2.24043,2.30581,2.2453,2.18186,2.2271,2.28916,2.21918,2.23809,2.26476,2.21585,2.22906,2.24535,2.28712,2.26189,2.28151,2.25835,2.23078,2.19221,2.20778,2.22992,2.2424,2.25754,2.22322,2.23187,,1.82254,2.1968,0.18405
,1.36334,0.731145,0.23068,0.351342,0.515494,0.40539,0.317472,0.364319,0.310649,0.34567,0.309481,0.362378,0.413063,0.465067,0.438105,0.412061,0.358843,0.30604,0.27479,0.304313,0.271715,0.279117,0.25564,0.281869,0.259836,0.285532,0.306084,0.290533,0.31747,0.345909,0.333832,0.31368,0.325976,0.334075,0.345783,0.3309,0.308497,0.320019,0.307301,,0.61199,0.320527,0.148463
,-7.74272,-7.5831,-6.8951,-6.18964,-5.76355,-4.99292,-4.27749,-3.77442,-3.35206,-2.7283,-2.00499,-1.82685,-1.19318,-0.733067,-0.462832,-0.0866933,0.498997,0.823381,0.631739,0.467284,0.375589,0.298521,0.344399,0.296294,0.330296,0.382615,0.335112,0.392636,0.369039,0.313665,0.259001,0.223166,0.26267,0.289863,0.271639,0.2479,0.220888,0.232868,0.265662,,0.305544,0.241675,0.170808
,-0.23789,-1.00219,-1.62292,-2.03188,-2.65278,-2.65369,-2.53838,-2.3312,-2.498,-2.43927,-2.59009,-2.72482,-2.67535,-2.63518,-2.5478,-2.58633,-2.53774,-2.4878,-2.53023,-2.50945,-2.44257,-2.36211,-2.39298,-2.37647,-2.348,-2.32462,-2.35615,-2.39715,-2.3764,-2.34409,-2.38607,-2.37553,-2.36223,-2.38423,-2.43998,-2.41726,-2.44093,-2.47841,-2.47144,,-2.21132,-2.46222,0.177014
