1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,996,0,0,374,0,0,909,0,0,352,0,0,971,0,1,935,1,0,784,0,0,409,0,0,800,0,0,853,0,1,605,1,1,91,1,0,616,0,0,743,0,1,93,1,1,584,1,0,279,0,0,94,0,1,538,1,1,794,1,1,735,1,0,269,0,1,488,1,0,572,0,1,427,1,0,844,0,0,403,0,1,782,1,1,72,1,1,708,1,1,898,1,0,664,0,0,968,0,0,742,0,1,859,1,0,963,0,0,906,0,0,787,0,1,929,1,0,86,0,
1,296,1,1,668,1,1,478,1,1,899,1,1,954,1,0,578,0,1,622,1,1,151,1,1,506,1,1,280,1,1,991,1,1,232,1,0,669,0,1,988,1,0,514,0,1,331,1,1,650,1,0,428,0,0,591,0,1,754,1,1,128,1,0,852,0,1,337,1,1,317,1,0,955,0,1,737,1,1,638,1,1,210,1,0,333,0,1,415,1,0,372,0,0,817,0,0,463,0,1,792,1,1,381,1,1,730,1,1,577,1,0,532,0,1,208,1,0,705,0,
1,878,1,0,954,0,0,478,0,1,668,1,1,919,1,0,407,0,0,139,0,1,722,1,0,217,0,1,98,1,0,899,0,1,905,1,1,476,1,1,446,1,0,622,0,0,566,0,0,727,0,0,656,0,0,397,0,1,950,1,0,166,0,1,157,1,0,531,0,1,662,1,0,868,0,1,247,1,1,515,1,0,687,0,1,168,1,1,404,1,0,257,0,0,586,0,1,510,1,1,329,1,1,119,1,0,901,0,0,439,0,1,969,1,0,513,0,1,808,1,
0,186,0,1,541,1,1,48,1,1,324,1,1,538,1,1,853,1,1,935,1,1,784,1,1,971,1,1,352,1,1,909,1,1,499,1,1,374,1,1,419,1,1,237,1,1,157,1,1,668,1,1,478,1,0,899,0,0,919,0,0,407,0,0,139,0,1,722,1,0,217,0,1,98,1,1,905,1,0,476,0,1,446,1,0,622,0,0,727,0,0,656,0,0,950,0,1,397,1,1,166,1,0,566,0,0,531,0,0,662,0,1,329,1,1,868,1,0,247,0,
0,35,0,0,157,0,0,419,0,0,374,0,0,909,0,1,352,1,1,336,1,1,499,1,0,530,0,1,50,1,0,779,0,0,636,0,1,234,1,1,540,1,1,308,1,0,299,0,1,494,1,1,469,1,0,44,0,1,529,1,1,598,1,1,347,1,0,973,0,1,414,1,1,12,1,1,233,1,0,526,0,0,55,0,1,884,1,1,984,1,0,236,0,1,226,1,1,243,1,0,219,0,0,840,0,1,864,1,0,249,0,0,384,0,1,205,1,1,607,1,
1,35,1,1,514,1,1,995,1,1,16,1,1,486,1,1,169,1,1,642,1,0,573,0,0,702,0,0,544,0,0,630,0,1,623,1,1,994,1,0,90,0,1,681,1,1,293,1,1,150,1,0,897,0,1,224,1,1,719,1,0,156,0,0,76,0,0,896,0,1,760,1,1,123,1,1,767,1,0,371,0,1,551,1,1,74,1,1,242,1,0,797,0,1,153,1,1,330,1,0,239,0,1,170,1,1,338,1,0,344,0,0,550,0,1,660,1,1,545,1,
1,791,1,1,16,1,1,486,1,1,169,1,1,642,1,0,573,0,1,702,1,1,749,1,0,740,0,1,568,1,0,156,0,0,459,0,0,630,0,1,544,1,1,897,1,0,781,0,1,90,1,1,293,1,0,671,0,0,75,0,1,719,1,1,455,1,1,291,1,1,153,1,0,239,0,0,371,0,0,150,0,1,994,1,1,797,1,1,330,1,0,242,0,1,224,1,1,338,1,1,9,1,1,896,1,0,278,0,1,545,1,0,621,0,0,508,0,1,623,1,
1,126,1,0,478,0,1,668,1,0,919,0,0,722,0,0,98,0,1,157,1,1,656,1,0,139,0,0,727,0,0,905,0,1,996,1,1,329,1,1,407,1,0,476,0,0,217,0,0,950,0,1,221,1,1,77,1,0,166,0,1,510,1,0,397,0,1,218,1,0,446,0,1,802,1,1,119,1,0,899,0,0,717,0,1,148,1,0,357,0,1,237,1,1,79,1,1,652,1,1,57,1,0,662,0,1,515,1,1,969,1,0,247,0,0,39,0,1,25,1,
0,14,0,0,374,0,1,909,1,0,499,0,1,299,1,0,347,0,1,308,1,1,530,1,1,598,1,1,44,1,0,973,0,0,469,0,1,50,1,1,336,1,0,494,0,1,779,1,1,636,1,1,526,1,0,984,0,0,12,0,1,234,1,0,233,0,1,352,1,0,540,0,1,55,1,0,414,0,0,529,0,1,884,1,1,236,1,1,226,1,1,243,1,1,219,1,0,95,0,1,864,1,0,249,0,1,840,1,0,503,0,1,384,1,0,318,0,1,941,1,
0,523,0,1,909,1,1,499,1,1,347,1,1,374,1,1,419,1,1,237,1,1,157,1,1,668,1,1,478,1,0,919,0,1,407,1,1,899,1,1,217,1,1,622,1,0,954,0,1,139,1,1,566,1,1,257,1,1,692,1,0,696,0,1,446,1,1,151,1,0,998,0,0,687,0,1,476,1,0,580,0,0,905,0,1,397,1,1,531,1,1,513,1,1,506,1,0,737,0,1,901,1,0,208,0,1,404,1,0,108,0,1,868,1,1,325,1,0,578,0,
0,79,0,0,374,0,1,909,1,1,499,1,0,299,0,1,347,1,1,598,1,1,308,1,1,833,1,1,482,1,0,419,0,0,667,0,0,973,0,0,202,0,0,44,0,0,530,0,1,469,1,1,50,1,1,526,1,1,230,1,1,912,1,1,891,1,1,585,1,1,18,1,0,408,0,1,95,1,1,173,1,1,264,1,0,695,0,0,734,0,1,219,1,0,237,0,1,984,1,1,318,1,1,849,1,1,942,1,0,24,0,1,503,1,1,332,1,1,149,1,
0,237,0,0,374,0,0,909,0,1,352,1,0,499,0,0,336,0,0,636,0,1,540,1,0,779,0,0,234,0,0,205,0,1,971,1,0,840,0,1,976,1,1,529,1,0,226,0,0,898,0,1,784,1,1,269,1,1,86,1,0,414,0,1,607,1,1,50,1,0,530,0,0,948,0,1,49,1,0,243,0,0,505,0,1,94,1,0,601,0,1,735,1,0,369,0,1,384,1,1,271,1,1,58,1,0,109,0,1,894,1,1,826,1,1,890,1,1,494,1,
0,415,0,1,899,1,0,478,0,0,919,0,0,668,0,0,722,0,0,98,0,0,157,0,1,237,1,0,996,0,0,79,0,1,419,1,0,695,0,1,734,1,1,408,1,1,667,1,0,218,0,1,374,1,0,833,0,0,149,0,0,802,0,1,482,1,1,891,1,1,652,1,0,221,0,1,717,1,0,148,0,0,25,0,1,448,1,0,31,0,1,912,1,0,849,0,0,18,0,1,585,1,1,202,1,1,230,1,1,264,1,1,273,1,0,77,0,1,347,1,
0,479,0,1,935,1,1,784,1,1,971,1,1,352,1,1,909,1,1,499,1,1,374,1,1,419,1,0,237,0,1,79,1,0,695,0,0,734,0,1,833,1,0,408,0,0,667,0,1,482,1,1,891,1,1,347,1,1,912,1,0,149,0,0,202,0,0,585,0,1,18,1,1,230,1,1,299,1,1,264,1,0,218,0,1,173,1,0,849,0,1,973,1,1,448,1,1,652,1,0,802,0,0,157,0,0,25,0,1,996,1,0,717,0,0,148,0,1,31,1,
0,691,0,1,352,1,1,636,1,1,909,1,1,499,1,1,374,1,1,419,1,1,237,1,1,157,1,1,668,1,1,478,1,1,899,1,1,622,1,1,954,1,1,578,1,0,280,0,1,991,1,1,232,1,0,669,0,1,337,1,0,988,0,1,737,1,0,514,0,1,506,1,0,650,0,0,638,0,1,151,1,0,317,0,1,208,1,1,998,1,0,754,0,1,730,1,0,852,0,1,692,1,1,792,1,0,415,0,0,696,0,1,257,1,1,580,1,1,325,1,
1,716,1,0,514,0,0,280,0,0,578,0,1,954,1,1,622,1,0,151,0,1,899,1,0,692,0,0,478,0,1,919,1,1,407,1,1,217,1,1,139,1,1,566,1,0,257,0,1,446,1,0,696,0,1,476,1,1,687,1,1,905,1,0,998,0,1,580,1,0,506,0,1,513,1,0,737,0,1,531,1,0,397,0,1,668,1,1,901,1,1,404,1,0,108,0,1,868,1,1,208,1,0,325,0,0,168,0,1,950,1,1,586,1,0,337,0,1,722,1,
0,25,0,1,374,1,1,419,1,0,237,0,0,833,0,1,667,1,0,695,0,0,408,0,1,347,1,1,482,1,0,734,0,0,79,0,0,891,0,1,299,1,1,202,1,1,912,1,1,585,1,1,18,1,1,230,1,0,264,0,1,973,1,1,173,1,1,149,1,0,849,0,1,598,1,1,218,1,0,652,0,0,448,0,1,95,1,1,802,1,0,157,0,0,996,0,1,942,1,0,717,0,0,148,0,1,31,1,0,273,0,0,332,0,1,221,1,1,918,1,
0,521,0,0,374,0,1,909,1,0,499,0,0,299,0,0,530,0,1,336,1,1,50,1,0,779,0,0,352,0,0,636,0,1,540,1,1,234,1,1,529,1,0,414,0,1,840,1,0,494,0,0,226,0,1,205,1,0,308,0,0,469,0,1,607,1,0,243,0,1,236,1,0,233,0,1,384,1,0,884,0,1,976,1,0,505,0,1,971,1,1,55,1,0,12,0,1,271,1,1,44,1,1,369,1,0,598,0,0,109,0,1,86,1,1,484,1,1,941,1,
1,833,1,0,419,0,1,374,1,1,237,1,1,79,1,1,157,1,1,996,1,1,98,1,0,668,0,1,722,1,0,478,0,0,919,0,0,656,0,1,727,1,0,905,0,0,139,0,0,329,0,1,221,1,1,218,1,1,77,1,1,802,1,0,407,0,1,476,1,0,950,0,0,217,0,1,717,1,1,510,1,0,166,0,1,148,1,0,397,0,1,119,1,0,446,0,1,357,1,1,662,1,0,899,0,1,515,1,1,969,1,1,247,1,1,531,1,0,868,0,
1,519,1,1,578,1,0,280,0,1,991,1,1,232,1,0,669,0,0,988,0,1,337,1,0,737,0,1,506,1,1,151,1,1,638,1,0,514,0,0,317,0,1,208,1,0,754,0,1,954,1,1,998,1,1,852,1,0,650,0,1,730,1,0,331,0,0,792,0,1,692,1,1,415,1,0,696,0,0,257,0,1,580,1,1,325,1,1,622,1,1,803,1,1,577,1,0,591,0,1,381,1,0,955,0,0,463,0,1,566,1,1,108,1,0,128,0,1,624,1,
1,172,1,0,573,0,0,702,0,0,169,0,0,16,0,0,995,0,0,280,0,0,578,0,0,954,0,0,478,0,0,668,0,1,157,1,0,722,0,0,98,0,1,237,1,0,79,0,1,419,1,0,695,0,1,734,1,0,408,0,1,374,1,1,667,1,0,218,0,1,833,1,0,996,0,1,149,1,0,802,0,0,652,0,1,482,1,0,221,0,1,891,1,1,717,1,1,148,1,0,25,0,1,448,1,0,31,0,1,849,1,0,77,0,1,912,1,1,18,1,
0,889,0,0,374,0,1,909,1,1,499,1,0,299,0,1,347,1,1,598,1,1,308,1,1,833,1,0,482,0,0,973,0,1,44,1,1,202,1,1,912,1,0,667,0,1,891,1,1,419,1,0,408,0,0,230,0,1,585,1,1,18,1,1,695,1,0,237,0,1,734,1,1,79,1,1,264,1,1,149,1,1,849,1,0,218,0,1,173,1,1,652,1,0,802,0,1,448,1,0,157,0,0,996,0,0,25,0,0,717,0,1,95,1,1,148,1,1,31,1,
0,148,0,0,374,0,1,909,1,1,499,1,1,299,1,0,347,0,1,598,1,1,308,1,0,833,0,1,973,1,1,482,1,1,202,1,1,419,1,0,667,0,0,408,0,1,891,1,1,912,1,0,237,0,0,695,0,0,230,0,0,585,0,1,18,1,0,734,0,1,44,1,1,95,1,1,173,1,0,264,0,1,526,1,0,79,0,0,219,0,0,984,0,1,469,1,1,318,1,0,24,0,1,503,1,1,849,1,0,942,0,0,908,0,0,875,0,1,530,1,
0,415,0,0,899,0,0,668,0,0,157,0,0,237,0,1,374,1,1,419,1,0,695,0,1,833,1,1,79,1,1,734,1,1,408,1,1,667,1,1,218,1,0,996,0,1,802,1,1,221,1,1,652,1,0,717,0,1,149,1,0,148,0,0,25,0,0,448,0,1,31,1,1,77,1,1,329,1,1,98,1,1,656,1,1,722,1,0,727,0,0,357,0,1,245,1,1,57,1,1,720,1,0,510,0,0,618,0,1,903,1,1,500,1,1,119,1,1,296,1,
0,376,0,0,478,0,0,668,0,0,157,0,0,237,0,0,374,0,0,909,0,1,352,1,1,336,1,0,499,0,0,530,0,0,636,0,0,779,0,0,540,0,0,234,0,0,205,0,0,971,0,1,784,1,0,976,0,0,269,0,1,935,1,0,898,0,1,94,1,1,409,1,0,86,0,1,735,1,0,279,0,1,743,1,1,948,1,0,49,0,0,664,0,1,840,1,0,58,0,0,708,0,1,601,1,1,683,1,1,612,1,0,226,0,0,894,0,0,607,0,
0,542,0,1,853,1,1,935,1,1,784,1,1,971,1,0,352,0,1,205,1,0,540,0,1,976,1,1,636,1,1,779,1,0,336,0,1,234,1,1,50,1,0,530,0,1,529,1,1,909,1,1,499,1,1,308,1,1,299,1,0,347,0,1,598,1,0,44,0,1,469,1,0,494,0,1,973,1,0,12,0,0,233,0,1,414,1,1,55,1,0,526,0,0,884,0,0,236,0,0,226,0,1,840,1,1,243,1,0,984,0,0,384,0,1,607,1,1,505,1,
1,307,1,0,578,0,0,954,0,0,478,0,1,668,1,0,919,0,1,722,1,0,139,0,1,98,1,1,407,1,0,217,0,0,905,0,1,899,1,1,476,1,1,446,1,0,622,0,0,566,0,1,727,1,0,397,0,0,656,0,0,950,0,0,166,0,1,157,1,1,531,1,1,662,1,1,868,1,0,687,0,0,247,0,0,168,0,0,515,0,0,586,0,1,329,1,1,510,1,0,404,0,1,119,1,1,257,1,1,439,1,0,901,0,0,513,0,1,969,1,
1,504,1,1,668,1,1,478,1,1,899,1,1,954,1,1,578,1,1,280,1,1,514,1,0,995,0,0,669,0,0,988,0,1,232,1,1,331,1,0,428,0,1,991,1,1,650,1,0,128,0,0,591,0,0,754,0,1,337,1,0,852,0,0,317,0,1,737,1,1,506,1,1,638,1,0,955,0,1,415,1,1,792,1,1,730,1,0,210,0,1,381,1,1,463,1,0,817,0,1,208,1,0,333,0,1,151,1,1,577,1,0,372,0,0,705,0,1,998,1,
1,87,1,1,478,1,0,899,0,0,919,0,0,668,0,0,722,0,1,98,1,0,139,0,1,157,1,0,407,0,0,905,0,1,656,1,0,727,0,0,476,0,1,996,1,1,329,1,0,217,0,1,950,1,0,446,0,1,221,1,0,397,0,1,77,1,1,166,1,0,510,0,1,119,1,0,662,0,1,218,1,1,802,1,0,515,0,1,717,1,0,148,0,1,357,1,1,57,1,0,969,0,1,237,1,1,247,1,1,531,1,1,439,1,0,868,0,0,586,0,
1,265,1,0,749,0,0,573,0,0,702,0,0,169,0,0,16,0,1,995,1,1,760,1,1,76,1,0,486,0,0,623,0,1,931,1,0,681,0,0,123,0,1,333,1,1,372,1,0,162,0,1,428,1,1,514,1,0,767,0,0,52,0,0,817,0,1,669,1,1,128,1,0,331,0,1,988,1,0,591,0,1,280,1,1,210,1,1,650,1,0,213,0,1,631,1,1,955,1,0,707,0,1,360,1,0,851,0,0,651,0,1,754,1,1,1000,1,1,821,1,
1,633,1,1,954,1,1,578,1,1,280,1,0,514,0,1,669,1,0,988,0,1,232,1,1,331,1,1,428,1,1,333,1,0,372,0,1,128,1,1,995,1,0,931,0,1,591,1,0,817,0,1,650,1,1,210,1,0,760,0,1,955,1,1,162,1,0,16,0,1,52,1,1,123,1,1,76,1,0,486,0,0,681,0,0,623,0,0,213,0,1,631,1,1,707,1,1,851,1,1,360,1,0,767,0,0,651,0,0,1000,0,1,754,1,0,821,0,1,852,1,
1,203,1,1,668,1,1,478,1,1,899,1,1,954,1,1,578,1,1,280,1,1,514,1,1,995,1,1,16,1,0,486,0,1,76,1,0,623,0,0,760,0,1,681,1,1,123,1,1,169,1,1,994,1,1,767,1,0,150,0,1,551,1,1,224,1,1,90,1,0,642,0,1,293,1,0,544,0,1,74,1,1,630,1,0,896,0,1,719,1,1,371,1,0,702,0,1,242,1,1,897,1,1,797,1,0,153,0,0,170,0,0,330,0,1,239,1,1,550,1,
0,444,0,0,668,0,0,157,0,0,237,0,0,374,0,0,909,0,0,352,0,1,971,1,1,205,1,0,540,0,1,976,1,0,840,0,1,784,1,1,898,1,1,234,1,0,636,0,0,779,0,0,529,0,1,269,1,0,226,0,1,86,1,0,336,0,0,414,0,1,607,1,0,50,0,1,948,1,0,49,0,1,94,1,1,735,1,1,601,1,1,530,1,1,243,1,1,505,1,0,384,0,0,369,0,1,271,1,0,494,0,1,236,1,1,109,1,1,884,1,
1,757,1,0,280,0,0,578,0,0,954,0,1,478,1,1,899,1,1,622,1,1,217,1,1,257,1,1,692,1,1,151,1,1,506,1,0,737,0,1,696,1,0,998,0,1,566,1,0,337,0,1,580,1,1,208,1,0,991,0,1,687,1,0,638,0,0,407,0,1,919,1,1,446,1,0,139,0,1,476,1,1,513,1,1,108,1,0,325,0,1,901,1,1,905,1,1,531,1,1,404,1,0,730,0,0,397,0,0,868,0,0,168,0,1,624,1,1,586,1,
0,761,0,1,352,1,0,636,0,1,779,1,1,336,1,0,909,0,0,530,0,1,50,1,0,499,0,0,234,0,0,540,0,1,529,1,0,840,0,1,205,1,0,414,0,1,226,1,0,494,0,0,607,0,0,976,0,1,971,1,0,243,0,1,898,1,0,86,0,1,784,1,1,269,1,1,948,1,1,505,1,1,384,1,0,236,0,1,271,1,0,884,0,1,369,1,0,469,0,1,233,1,1,49,1,0,308,0,0,55,0,1,109,1,1,601,1,0,12,0,
1,163,1,1,157,1,1,668,1,1,478,1,1,899,1,1,954,1,1,578,1,1,280,1,0,514,0,1,669,1,0,988,0,0,232,0,1,991,1,1,331,1,1,650,1,0,428,0,1,591,1,0,128,0,1,754,1,1,852,1,1,333,1,0,372,0,1,955,1,1,817,1,1,210,1,1,995,1,0,931,0,0,162,0,1,317,1,1,463,1,1,52,1,0,760,0,1,381,1,1,84,1,0,631,0,0,821,0,1,415,1,0,420,0,1,532,1,1,189,1,
1,446,1,1,899,1,1,954,1,0,578,0,1,622,1,0,151,0,0,692,0,1,478,1,1,257,1,1,566,1,1,696,1,0,506,0,1,217,1,0,998,0,1,407,1,0,737,0,1,919,1,1,139,1,1,687,1,1,580,1,0,337,0,0,208,0,0,476,0,1,905,1,1,513,1,1,108,1,0,325,0,0,901,0,1,531,1,1,404,1,0,397,0,1,868,1,0,168,0,1,668,1,1,586,1,0,638,0,0,950,0,1,814,1,1,624,1,0,222,0,
1,818,1,1,899,1,1,954,1,1,578,1,1,280,1,1,514,1,1,995,1,0,16,0,0,760,0,0,931,0,1,333,1,0,372,0,1,669,1,1,428,1,0,817,0,1,331,1,1,988,1,1,128,1,1,162,1,1,76,1,0,123,0,0,486,0,1,52,1,0,623,0,1,681,1,1,213,1,1,767,1,0,551,0,0,851,0,1,631,1,1,74,1,1,707,1,1,360,1,0,994,0,1,651,1,0,169,0,1,550,1,0,170,0,1,1000,1,0,3,0,
