1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.248,-1.545,-2.315,-2.317,-2.16,-1.993,-2.42,-2.741,-2.183,-2.333,-2.085,-2.577,-2.838,-2.867,-2.695,-2.935,-2.955,-2.233,-2.315,-2.609,-3.07,-2.742,-3.177,-3.11,-2.688,-3.092,-3.169,-2.807,-2.904,-3.259,-3.09,-2.1,-1.975,-2.539,-2.393,-3.355,-2.189,-3.149,-2.084,-2.807,
-0.667,-2.315,-2.317,-1.993,-1.545,-1.154,-0.995,-0.542,0.153,0.476,0.448,0.504,0.665,0.56,0.797,1.018,0.442,0.747,0.893,0.992,0.992,0.544,1.198,1.152,0.749,0.409,0.973,0.318,0.375,0.482,0.74,1.367,1.37,0.662,1.277,0.551,0.894,0.47,1.133,1.651,
-0.996,-1.545,-2.315,-2.317,-2.16,-1.993,-2.183,-2.42,-1.493,-1.635,-1.154,-1.324,-2.085,-1.75,-2.333,-2.741,-2.577,-2.838,-2.233,-1.758,-1.685,-1.579,-1.678,-1.673,-1.262,-1.975,-1.786,-1.701,-1.113,-1.127,-2.1,-0.995,-2.315,-2.084,-1.324,-1.543,-1.987,-2.189,-1.512,-1.02,
-0.995,-1.545,-2.315,-3.177,-2.317,-2.867,-2.955,-3.11,-2.935,-3.07,-3.493,-3.949,-3.355,-3.874,-3.169,-3.259,-4.07,-4.218,-4.201,-3.919,-3.092,-3.363,-2.838,-2.741,-3.861,-3.892,-3.09,-3.226,-4.413,-3.749,-4.356,-3.463,-3.149,-3.247,-3.923,-3.427,-3.818,-3.781,-3.646,-2.695,
1.67,0.665,0.476,0.448,0.153,0.042,-0.032,-0.542,-0.995,-0.677,-0.996,-1.154,-1.113,-1.127,-1.262,-1.324,-0.812,-1.545,-1.493,-1.02,-0.792,-1.635,-1.579,-0.872,-0.67,-0.778,-0.778,-0.866,-1.01,-0.926,-1.685,-1.324,-1.673,-1.678,-1.75,-1.758,-1.701,-1.202,-0.567,-1.993,
1.698,-4.677,-4.218,-3.949,-3.177,-2.315,-2.317,-1.545,-1.154,-0.995,-0.996,-1.113,-1.127,-1.493,-1.262,-1.324,-1.635,-1.579,-1.993,-1.685,-1.02,-1.75,-1.678,-1.673,-1.758,-2.16,-1.701,-0.812,-1.786,-1.324,-2.085,-1.01,-0.872,-0.792,-0.542,-0.866,-0.677,-0.778,-0.778,-0.926,
-0.948,-3.177,-2.955,-2.315,-2.317,-1.545,-1.154,-0.995,-0.542,0.153,0.476,0.665,0.797,1.018,1.651,2.091,1.712,1.865,2.248,1.504,2.138,1.37,2.353,1.367,2.093,1.468,1.198,1.732,1.277,1.152,1.955,1.447,1.918,0.992,1.541,1.67,0.992,0.893,0.973,1.133,
1.638,2.353,2.091,1.651,1.018,0.797,1.198,0.665,0.992,0.476,0.448,0.504,0.56,0.442,0.747,0.893,0.544,0.992,0.409,0.749,0.318,1.152,0.973,1.367,0.74,1.37,0.482,0.375,0.153,0.662,0.551,0.894,0.47,1.277,1.133,0.459,0.225,0.403,1.504,0.042,
-0.866,-1.545,-1.154,-0.995,-1.493,-1.324,-1.113,-1.262,-1.993,-1.635,-1.127,-0.996,-1.579,-2.16,-1.75,-1.685,-1.678,-1.673,-1.758,-1.701,-2.085,-1.786,-1.02,-1.324,-2.183,-0.812,-0.872,-1.01,-1.975,-0.792,-0.542,-0.677,-1.543,-0.778,-0.778,-0.926,-1.202,-1.512,-0.67,-1.433,
0.25,-1.545,-2.315,-2.317,-2.16,-2.741,-2.867,-2.838,-2.935,-3.177,-2.955,-3.11,-3.07,-3.169,-3.092,-3.355,-2.695,-3.259,-3.493,-2.42,-2.577,-3.363,-3.09,-2.904,-2.742,-3.149,-2.807,-3.874,-3.226,-3.949,-2.688,-2.609,-3.247,-2.333,-3.463,-2.183,-3.427,-3.919,-2.932,-2.807,
-1.493,-1.154,-1.545,-0.995,-0.996,-0.542,-0.677,-0.032,0.153,0.042,0.476,0.448,-0.111,-0.069,0.318,0.442,-0.447,-0.67,-0.812,-0.567,-0.792,0.504,0.409,0.225,0.56,-0.778,-0.165,0.171,-0.778,0.375,-0.15,0.544,-0.516,0.26,0.665,0.154,-0.142,0.311,0.482,0.47,
0.508,1.651,2.091,1.712,1.865,2.248,2.138,1.504,1.37,1.367,1.198,1.468,2.353,1.732,1.277,1.955,1.018,1.152,1.918,2.093,1.447,2.23,1.541,0.992,1.67,0.992,0.893,0.973,1.133,0.797,1.251,1.606,2.198,1.873,2.13,1.967,0.747,0.894,2.3,1.011,
0.669,5.27,4.822,4.01,3.395,3.057,2.091,1.651,1.018,0.476,0.153,-0.542,0.042,-0.032,-0.995,-0.996,-1.154,-1.113,-1.127,-1.262,-1.545,-1.324,-0.812,-1.493,-0.677,-1.02,-0.792,-0.872,-1.635,-0.67,-1.579,-0.778,-0.778,-0.866,-1.01,-0.926,-1.324,-0.567,-1.685,-1.673,
-0.655,-1.545,-2.315,-2.317,-2.16,-1.993,-2.183,-2.42,-1.493,-1.635,-2.085,-2.333,-1.75,-1.685,-1.324,-1.579,-1.154,-1.262,-1.758,-1.678,-1.673,-1.113,-0.995,-1.127,-0.996,-1.701,-1.02,-1.324,-0.812,-1.786,-0.872,-0.792,-1.01,-0.542,-0.677,-0.866,-0.778,-1.975,-0.778,-0.926,
-0.778,-1.545,-2.315,-2.317,-2.16,-1.993,-2.183,-2.42,-1.493,-2.085,-1.635,-1.75,-1.154,-1.324,-1.262,-1.579,-1.685,-0.995,-1.113,-1.758,-1.678,-1.673,-1.127,-2.333,-1.975,-1.786,-1.701,-2.233,-0.996,-2.1,-2.315,-2.577,-2.084,-1.987,-2.189,-1.324,-1.543,-2.108,-2.09,-2.741,
1.67,0.665,0.153,-0.542,-0.995,-1.545,-1.154,-1.113,-1.493,-0.996,-1.127,-1.262,-1.324,-0.812,-0.677,-0.792,-0.67,-0.872,-0.778,-1.02,-0.778,-0.866,-1.01,-0.926,-0.567,-0.447,-0.032,-0.111,0.042,-0.069,-0.516,-0.697,-0.488,-0.535,-0.165,-0.49,-0.845,-0.854,-0.15,-0.688,
1.589,0.476,0.153,-0.542,-0.995,-1.545,-2.315,-3.177,-2.867,-2.317,-2.741,-2.955,-2.935,-3.11,-3.07,-3.493,-3.949,-4.218,-3.874,-4.201,-4.677,-4.07,-4.413,-4.661,-3.919,-4.356,-4.585,-4.861,-3.861,-3.892,-4.226,-3.355,-3.923,-4.336,-3.749,-3.926,-3.907,-3.259,-3.818,-3.363,
0.949,-5.514,-4.677,-4.218,-3.949,-3.177,-3.493,-3.11,-3.874,-2.955,-2.935,-2.867,-3.07,-2.838,-2.741,-3.169,-2.315,-2.317,-2.42,-2.16,-1.993,-2.183,-2.333,-2.577,-2.695,-2.085,-2.609,-2.742,-3.092,-2.688,-2.233,-2.807,-2.904,-3.259,-3.355,-3.09,-2.315,-3.149,-3.363,-3.226,
-1.866,1.651,1.018,0.476,0.153,0.448,0.042,0.442,-0.032,0.504,0.56,0.318,0.665,0.409,0.544,0.797,0.747,-0.069,0.375,-0.111,0.225,0.171,-0.542,0.482,0.26,0.47,0.749,0.311,0.459,0.154,0.403,-0.447,-0.165,0.551,-0.15,0.893,0.056,0.662,0.74,-0.142,
-1.688,0.153,0.476,0.665,1.018,1.651,2.091,2.353,3.057,2.248,2.138,1.865,2.23,2.423,1.712,2.093,2.3,2.198,1.955,1.504,1.918,1.732,1.37,1.367,1.468,2.13,1.67,1.541,1.447,2.281,1.873,1.967,2.509,1.277,2.722,1.198,1.606,2.732,1.759,1.152,
-0.565,0.476,0.665,0.448,0.153,0.042,-0.032,0.442,-0.542,0.504,0.318,-0.111,-0.069,0.409,-0.677,-0.447,0.56,0.225,0.544,-0.67,0.375,-0.567,0.171,-0.165,-0.15,0.26,-0.812,-0.792,0.154,-0.778,-0.778,-0.516,-0.488,-0.142,-0.995,0.311,0.482,0.056,0.47,0.403,
1.377,5.578,5.27,4.822,4.01,3.395,3.057,3.329,3.487,3.648,3.641,2.998,3.598,3.371,2.722,2.732,2.848,2.423,2.353,3.519,2.838,2.509,2.248,2.3,2.23,2.138,2.198,2.091,2.281,2.093,2.96,2.778,2.13,2.917,2.902,3.087,2.777,1.955,2.81,2.402,
0.06,1.018,1.651,2.091,2.353,2.248,2.138,1.865,2.23,2.423,2.722,2.732,2.3,3.057,2.998,2.198,2.509,2.093,2.281,3.329,2.13,2.848,3.395,2.838,3.371,3.487,3.648,3.598,3.641,2.96,2.778,2.917,3.087,2.902,3.519,2.777,2.81,1.955,2.402,1.918,
-1.586,0.153,0.476,0.665,1.018,1.651,2.091,2.353,3.057,3.395,3.648,3.487,3.641,3.329,3.598,3.371,4.01,3.873,3.519,3.953,3.51,3.859,4.14,4.53,4.135,4.398,3.5,4.451,3.837,4.129,4.141,4.822,4.002,4.474,4.057,4.262,3.481,4.187,4.295,3.303,
1.054,0.153,-0.542,-0.995,-1.545,-2.315,-3.177,-3.949,-3.493,-3.11,-3.874,-3.355,-4.218,-4.07,-3.07,-2.955,-2.935,-3.169,-4.201,-3.259,-3.919,-2.867,-3.092,-3.363,-2.838,-3.861,-3.892,-4.413,-4.356,-3.749,-2.741,-3.09,-3.226,-3.149,-3.463,-3.247,-2.695,-2.904,-3.427,-2.807,
1.446,2.091,1.651,1.018,0.476,0.665,0.797,0.56,0.893,0.992,1.198,1.367,1.37,0.992,1.152,0.747,1.504,0.973,1.277,1.712,0.749,1.468,0.504,0.448,0.544,0.442,0.409,0.74,0.894,1.133,0.662,0.318,0.482,0.551,1.447,0.375,0.47,0.459,1.011,0.403,
-1.224,-3.177,-2.955,-2.935,-2.867,-2.315,-2.741,-2.838,-2.317,-3.07,-3.11,-3.169,-3.355,-3.493,-3.092,-3.259,-2.695,-3.363,-3.874,-3.949,-3.09,-4.07,-3.919,-4.218,-4.201,-3.861,-3.226,-3.149,-2.904,-3.247,-2.807,-3.463,-2.577,-2.742,-3.892,-2.42,-2.688,-3.427,-3.749,-2.609,
-1.925,-0.542,0.153,0.476,0.665,1.018,1.651,2.091,2.353,2.248,2.138,1.865,1.712,2.23,2.093,2.423,2.198,2.3,1.955,1.918,2.722,2.732,2.13,2.509,2.281,3.057,2.998,2.848,1.732,1.967,2.838,3.329,1.873,2.271,2.778,2.402,1.67,2.048,1.885,2.307,
0.544,0.665,1.018,1.651,0.797,1.198,0.992,0.476,0.893,0.747,0.992,1.367,0.56,1.152,0.504,1.37,0.448,0.442,0.749,0.973,1.504,1.277,0.409,0.318,0.74,0.894,1.133,0.662,0.482,0.551,0.375,0.47,0.459,0.153,0.403,1.468,0.225,0.602,1.011,0.957,
0.301,0.665,1.018,1.651,2.091,2.353,3.057,3.395,3.329,2.998,2.722,2.732,2.248,2.423,2.509,2.23,2.138,2.3,2.848,3.487,3.371,3.648,2.838,3.641,3.598,2.96,3.519,3.51,3.087,2.778,3.5,2.917,2.902,3.873,2.777,4.01,3.303,3.481,2.81,3.232,
